TestImage_name,Pred_Label,y_min,x_min,y_max,x_max,Correct (Y/N),Section to shift,Patch_Offset,Section/Segment Flag,EI_CLASS,EI_DATA,Machine,ELFHeader_Size,EntryPoint_Address,ProgramHeader_Offset,ProgramHeader_EntrySize,Numof_ProgramHeaders,SectionHeader_Offset,SectionHeader_EntrySize,Numof_SectionHeaders
ampID.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10334,52.0,32.0,5.0,0x928c,0x28,0xe
rmt.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10814,52.0,32.0,5.0,0x1235c,0x28,0xe
git-prune-packed.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
btrfs-corrupt-block.static.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11d00,52.0,32.0,5.0,0x4d4a0,0x28,0x10
snmpdf.png,0,160,160,192,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10814,52.0,32.0,5.0,0x1f3be4,0x28,0xe
findmnt.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1192c,52.0,32.0,5.0,0x52778,0x28,0xe
scp.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x107c4,52.0,32.0,5.0,0x1f250,0x28,0xe
mac2pwd.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x102a0,52.0,32.0,5.0,0x82e4,0x28,0xe
git-credential-store.png,0,96,160,128,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10a7c,52.0,32.0,5.0,0x13922c,0x28,0xe
rev.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10444,52.0,32.0,5.0,0x82b4,0x28,0xe
coreutils.png,0,192,32,224,64,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10630,52.0,32.0,5.0,0x147a24,0x28,0x10
git-check-ref-format.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
xmlcatalog.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11254,52.0,32.0,5.0,0x11a914,0x28,0xe
lynx.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x13074,52.0,32.0,5.0,0x31572c,0x28,0xe
sed.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1058c,52.0,32.0,5.0,0x28378,0x28,0xe
snmptrap.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x106bc,52.0,32.0,5.0,0x1f3c54,0x28,0xe
pure-pw.png,0,128,96,160,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11230,52.0,32.0,5.0,0x353d4,0x28,0xf
boa.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x106ec,52.0,32.0,5.0,0x1f780,0x28,0xe
busybox-armv6l.png,1,0,128,32,160,N,.text,208.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x81b0,52.0,32.0,4.0,0x111670,0x28,0x11
bash.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11820,52.0,32.0,5.0,0x1008b4,0x28,0xd
git-am.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
xfs_io.png,0,64,128,96,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11d64,52.0,32.0,5.0,0x2c548,0x28,0xe
git-clone.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
heap1.png,0,0,160,32,192,Y,.text,368.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x101a0,52.0,32.0,7.0,0x7a8e8,0x28,0x1e
ipset.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1084c,52.0,32.0,5.0,0x27c20,0x28,0xe
gnushogi.png,0,64,96,96,128,Y,.text,5176.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0xa2c4,52.0,32.0,8.0,0x2a38c,0x28,0x1c
snmpvacm.png,0,160,128,192,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10c94,52.0,32.0,5.0,0x1f65e4,0x28,0xe
git-gc.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
busybox-armv4l.png,1,0,128,32,160,N,.text,176.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x8190,52.0,32.0,3.0,0x10c3fc,0x28,0xc
plink.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x113f0,52.0,32.0,5.0,0x75298,0x28,0xe
aoeping.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10330,52.0,32.0,5.0,0x826c,0x28,0xe
mount.cifs.png,0,0,96,32,128,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x12a78,52.0,32.0,6.0,0x193b4,0x28,0x10
tcprewrite.png,0,128,96,160,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1059c,52.0,32.0,5.0,0x7485c,0x28,0x10
plchostd2.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1073c,52.0,32.0,5.0,0xe290,0x28,0xe
perl.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10220,52.0,32.0,5.0,0x429eb4,0x28,0xf
udfinfo.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10790,52.0,32.0,5.0,0xe29c,0x28,0xe
in.tftpd.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x102f0,52.0,32.0,5.0,0xc18c,0x28,0xe
unlinkd.png,0,0,128,32,160,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10664,52.0,32.0,6.0,0x74390,0x28,0x11
fsck.f2fs.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10c88,52.0,32.0,5.0,0x2b320,0x28,0xe
git-write-tree.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
git-cat-file.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
ARM__32__lsb__unix-system-v__arm-linux-gnueabihf-gcc-5.4.0__O0__no-obf__unstripped__coreutils-8.30__b2sum.png,0,32,96,64,128,Y,.text,4712.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11269,52.0,32.0,9.0,0x1471c,0x28,0x1e
nics.png,1,0,192,32,224,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1015c,52.0,32.0,5.0,0x622c,0x28,0xe
zatacka.png,0,32,32,64,64,Y,.text,4952.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x9460,52.0,32.0,8.0,0xa568,0x28,0x1d
nano.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10838,52.0,32.0,5.0,0x454e0,0x28,0xe
bzcat.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10c30,52.0,32.0,5.0,0x15ecc,0x28,0xe
xml2pib.png,1,0,128,32,160,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10590,52.0,32.0,5.0,0xa24c,0x28,0xe
e2freefrag.png,0,0,160,32,192,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x107a0,52.0,32.0,6.0,0x30478,0x28,0xf
perl2.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10220,52.0,32.0,5.0,0x41aeb4,0x28,0xf
tcptraceroute6.png,1,0,192,32,224,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x104ac,52.0,32.0,5.0,0x721c,0x28,0xe
idl2wrs.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11b84,52.0,32.0,5.0,0xba3cc,0x28,0xe
git-merge.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
objcopy.png,0,64,192,96,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x12c38,52.0,32.0,5.0,0xc1718,0x28,0xe
ARM__32__lsb__unix-system-v__arm-linux-gnueabihf-gcc-5.4.0__O0__no-obf__unstripped__coreutils-8.30__ptx.png,1,32,160,64,192,N,.text,5504.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11581,52.0,32.0,9.0,0x219c4,0x28,0x1e
resize2fs.png,0,0,96,32,128,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11ecc,52.0,32.0,6.0,0x3b4f0,0x28,0xf
crontab.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1067c,52.0,32.0,5.0,0xa220,0x28,0xe
snmpdelta.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10bbc,52.0,32.0,5.0,0x1f4c14,0x28,0xe
snmptls.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1036c,52.0,32.0,5.0,0x1f3bfc,0x28,0xe
git-init-db.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
mkfs.btrfs.static.png,0,96,128,128,160,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11e68,52.0,32.0,6.0,0x59584,0x28,0x12
socketcandcl.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10494,52.0,32.0,5.0,0xf280,0x28,0xe
xfs_repair.png,0,160,32,192,64,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x17dd8,52.0,32.0,5.0,0xaf65c,0x28,0xe
htpasswd.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x104ac,52.0,32.0,5.0,0xf348,0x28,0xe
tor-print-ed-signing-cert.png,0,128,128,160,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1028c,52.0,32.0,5.0,0x18ca04,0x28,0x10
gdb2.png,1,0,96,32,128,N,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x146fc,52.0,32.0,6.0,0x4d5d94,0x28,0x10
xfs_logprint.png,1,0,160,32,192,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x122c0,52.0,32.0,5.0,0x3a26c,0x28,0xe
iwconfig.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x102c0,52.0,32.0,5.0,0x1c258,0x28,0xe
git-ls-tree.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
isosize.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10574,52.0,32.0,5.0,0xc21c,0x28,0xe
sqlite3.png,0,192,160,224,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x157cc,52.0,32.0,5.0,0x11f458,0x28,0xe
arp.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10978,52.0,32.0,5.0,0x177a0,0x28,0xe
ip.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x12470,52.0,32.0,5.0,0x767d4,0x28,0x10
btrfs-map-logical.static.png,1,0,160,32,192,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1085c,52.0,32.0,5.0,0x4b490,0x28,0x10
smcroutectl.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10490,52.0,32.0,5.0,0xb45c,0x28,0xe
rdma.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x103ec,52.0,32.0,5.0,0x1f30c,0x28,0x10
git-init.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
ping.png,0,0,128,32,160,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10eac,52.0,32.0,5.0,0xd61c4,0x28,0xe
uuidd.png,0,0,96,32,128,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11100,52.0,32.0,6.0,0x1530c,0x28,0x10
git-show-branch.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
cfdisk.png,0,160,160,192,192,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10fe4,52.0,32.0,6.0,0x99b34,0x28,0x10
pwcat.png,1,0,192,32,224,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10158,52.0,32.0,5.0,0x717c,0x28,0xe
nbd-server.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10510,52.0,32.0,5.0,0xc43fc,0x28,0xe
transmission-create.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10a20,52.0,32.0,5.0,0x2b7edc,0x28,0xe
git-fsck.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
utmpdump.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10428,52.0,32.0,5.0,0x112c0,0x28,0xe
git-shortlog.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
apt-get.png,0,96,96,128,128,Y,.text,37192.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11650,52.0,32.0,9.0,0x2752c,0x28,0x1d
snmpbulkwalk.png,0,64,32,96,64,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1057c,52.0,32.0,5.0,0x1f3bfc,0x28,0xe
git-verify-commit.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
sftp.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10934,52.0,32.0,5.0,0x26348,0x28,0xe
sada.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x103a0,52.0,32.0,5.0,0xa280,0x28,0xe
strings.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10d48,52.0,32.0,5.0,0x9f038,0x28,0xe
map-mbone.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x105c8,52.0,32.0,5.0,0x15230,0x28,0xe
git-bisect--helper.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
rsh.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10edc,52.0,32.0,5.0,0xf188,0x28,0xe
format4.png,0,0,128,32,160,Y,.text,368.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x101a0,52.0,32.0,7.0,0x7b9a8,0x28,0x1e
resizepart.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10470,52.0,32.0,5.0,0x13220,0x28,0xe
psnotch.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10354,52.0,32.0,5.0,0x873c,0x28,0xe
mini_snmpd.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x114dc,52.0,32.0,5.0,0x15268,0x28,0xe
ipcmk.png,0,0,160,32,192,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10494,52.0,32.0,6.0,0xd2c8,0x28,0xf
ppswatch.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10354,52.0,32.0,5.0,0x726c,0x28,0xe
drbdmeta.png,1,0,96,32,128,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x105a4,52.0,32.0,5.0,0x26598,0x28,0xe
simple.png,1,0,160,32,192,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x102ec,52.0,32.0,5.0,0x717c,0x28,0xe
fdformat.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10770,52.0,32.0,5.0,0xd21c,0x28,0xe
drbdadm.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10cc4,52.0,32.0,5.0,0x3f050,0x28,0xe
xmlwf.png,0,96,128,128,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10830,52.0,32.0,5.0,0x22250,0x28,0x10
blockdev.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10830,52.0,32.0,5.0,0x12218,0x28,0xe
leafnode-version.png,1,0,160,32,192,N,.text,192.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x101f4,52.0,32.0,4.0,0x519c,0x28,0xd
aoecfg.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10288,52.0,32.0,5.0,0x7268,0x28,0xe
em.png,0,96,0,128,32,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10868,52.0,32.0,5.0,0x2a370,0x28,0xe
psgraph.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10448,52.0,32.0,5.0,0x6234,0x28,0xe
bird.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x112b8,52.0,32.0,5.0,0x925f4,0x28,0xe
rygel.png,1,0,128,32,160,N,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x114a8,52.0,32.0,6.0,0x4060e0,0x28,0x11
git-rerere.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
partx.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x119b8,52.0,32.0,5.0,0x3a3a8,0x28,0xe
chkpib2.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x106b4,52.0,32.0,5.0,0x9244,0x28,0xe
ubiupdatevol.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10a78,52.0,32.0,5.0,0xe21c,0x28,0xe
ngettext.png,0,0,160,32,192,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x104b0,52.0,32.0,5.0,0x30224,0x28,0xe
mcookie.png,1,0,96,32,128,N,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1054c,52.0,32.0,6.0,0xe2c8,0x28,0xf
tempfile.png,0,0,96,32,128,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10364,52.0,32.0,5.0,0x8220,0x28,0xe
gdbus.png,0,96,192,128,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x124bc,52.0,32.0,5.0,0x25f808,0x28,0xf
armagetronad.real.png,0,96,128,128,160,Y,.text,28304.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1ccb0,52.0,32.0,8.0,0x1402a8,0x28,0x1d
mergecap.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10aec,52.0,32.0,5.0,0x14d26c,0x28,0xe
ubinfo.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1069c,52.0,32.0,5.0,0xf230,0x28,0xe
git-describe.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
ipcs.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x1157c,52.0,32.0,5.0,0x16228,0x28,0xe
git-clean.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
mrouted.png,0,32,128,64,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10dac,52.0,32.0,5.0,0x255b0,0x28,0xe
brcm_patchram_plus.png,1,0,160,32,192,N,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x101d8,52.0,32.0,5.0,0xb38c,0x28,0xe
nfsstat.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x107f8,52.0,32.0,5.0,0xd7a0,0x28,0xe
vnstat.png,0,64,128,96,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x11194,52.0,32.0,5.0,0x26228,0x28,0xe
agentxtrap.png,0,0,192,32,224,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x105f0,52.0,32.0,5.0,0x20dbf4,0x28,0xe
git-diff-files.png,0,0,128,32,160,Y,.text,224.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x110c8,52.0,32.0,5.0,0x1f006c,0x28,0xe
iperf.png,0,0,192,32,224,Y,.text,256.0,Section,ELFCLASS32,ELFDATA2LSB,EM_ARM,52.0,0x10388,52.0,32.0,6.0,0x2f388,0x28,0x11
